Estimate ID,Status,Price,Close Date,Division,Archived,Exclude Stats,Hours,Exclusion Reason
EST3039834,Client Proposal Phase,0,2025-03-18,LE Maintenance (Summer/Winter),No,Yes,,Exclude Stats
EST5216951,Client Proposal Phase,220.85,,LE Irrigation,No,No,10,No Close Date
EST5218499,Estimate In Progress,3331.68,,LE Paving,No,No,110,No Close Date
EST5215755,Estimate In Progress,19225.32,,LE Paving,No,No,338,No Close Date
EST5213609,Client Proposal Phase,1334.5,,LE Landscapes,No,No,68,No Close Date
EST5213750,Estimate In Progress,98035.23,,LE Paving,No,No,206,No Close Date
EST5209335,Estimate In Progress,0,,Parking Lot Sweeping,No,No,,No Close Date
EST5207384,Estimate In Progress,7765.4,,LE Paving,No,No,87,No Close Date
EST5206265,Client Proposal Phase,5838.76,,LE Irrigation,No,No,44,No Close Date
EST5206353,Client Proposal Phase,2937.69,,LE Irrigation,No,No,24,No Close Date
EST5207102,Client Proposal Phase,3270.99,,LE Irrigation,No,No,30,No Close Date
EST3026846,Estimate Lost,0,2025-03-13,LE Maintenance (Summer/Winter),No,Yes,105,Exclude Stats
EST5206145,Client Proposal Phase,5188.23,,LE Irrigation,No,No,36,No Close Date
EST3025085,Estimate Lost,0,2025-03-12,LE Maintenance (Summer/Winter),No,Yes,105,Exclude Stats
EST3025229,Estimate Lost,0,2025-04-15,LE Maintenance (Summer/Winter),No,Yes,105,Exclude Stats
EST5196908,Estimate In Progress,2752.05,,LE Paving,No,No,115,No Close Date
EST5189262,Estimate In Progress,14529.5,,LE Paving,No,No,160,No Close Date
EST5185740,Estimate In Progress,1100.04,,LE Paving,No,No,36,No Close Date
EST5183453,Estimate In Progress,509.76,,LE Paving,No,No,4,No Close Date
EST5177328,Estimate Lost,293.28,,LE Tree Care,No,No,16,No Close Date
EST2989892,Estimate Lost - Price too high,0,2025-02-28,LE Maintenance (Summer/Winter),No,Yes,105,Exclude Stats
EST2990552,Estimate Lost,0,2025-02-28,LE Maintenance (Summer/Winter),No,Yes,105,Exclude Stats
EST5167921,Estimate In Progress,675.34,,LE Paving,No,No,24,No Close Date
EST5159391,Estimate In Progress,0,,Snow,No,No,15,No Close Date
EST5159287,Estimate In Progress,0,,Snow,No,No,10,No Close Date
EST5159324,Estimate In Progress,0,,Snow,No,No,2,No Close Date
EST5158772,Estimate Lost,48.88,,LE Tree Care,No,No,18,No Close Date
EST5158958,Estimate Lost,58.66,,LE Tree Care,No,No,12,No Close Date
EST5155502,Estimate In Progress,0,,Snow,No,No,8,No Close Date
EST5155420,Estimate In Progress,0,,Snow,No,No,8,No Close Date
EST2961917,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,Yes,170.5,No Close Date
EST5146920,Estimate In Progress,0,,Snow,No,No,7,No Close Date
EST2950205,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2950382,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2950986,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2950611,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,15,No Close Date
EST2950633,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2950518,Contract Signed,0,,LE Maintenance (Summer/Winter),No,Yes,15,No Close Date
EST2950545,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2950441,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2950462,Contract Signed,0,,LE Maintenance (Summer/Winter),No,Yes,,No Close Date
EST2948972,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2949003,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2949022,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST5139878,Estimate In Progress,0,,Snow,No,No,6,No Close Date
EST5136416,Estimate In Progress,0,,LE Paving,No,No,27,No Close Date
EST2944526,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2944949,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2943200,Contract Signed,0,2024-10-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST5136418,Estimate In Progress,241.46,,LE Paving,No,No,2,No Close Date
EST5136425,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST5134028,Estimate In Progress,321.96,,LE Paving,No,No,36,No Close Date
EST2935461,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2937280,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,Yes,,No Close Date
EST5127885,Client Proposal Phase,5462.14,,LE Landscapes,No,No,83,No Close Date
EST5128498,Estimate In Progress,2666.76,,LE Paving,No,No,79,No Close Date
EST5126353,Estimate In Progress,2181.32,,LE Paving,No,No,50,No Close Date
EST5119361,Estimate Lost,1321.89,,LE Tree Care,No,No,75,No Close Date
EST5112378,Estimate In Progress,854.58,,LE Irrigation,No,No,24,No Close Date
EST5112624,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,6,No Close Date
EST5112631,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,6,No Close Date
EST5113328,Estimate In Progress,13389.52,,LE Irrigation,No,No,48,No Close Date
EST5113375,Estimate Lost - No Reply,218819.26,,LE Landscapes,No,No,1540,No Close Date
EST2902994,Estimate In Progress,5274.24,,LE Irrigation,No,No,184.85,No Close Date
EST5108572,Estimate Lost,146.64,,LE Tree Care,No,No,20,No Close Date
EST5107161,Estimate Lost,0,,LE Tree Care,No,No,4,No Close Date
EST5107399,Estimate In Progress,8921,,LE Paving,No,No,80,No Close Date
EST2896849,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,Yes,,No Close Date
EST5104385,Estimate In Progress,0,,Snow,No,No,8,No Close Date
EST5104315,Estimate In Progress,0,,Snow,No,No,8,No Close Date
EST5102174,Estimate In Progress,0,,Parking Lot Sweeping,No,No,,No Close Date
EST2840830,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,90,No Close Date
EST2840834,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,90,No Close Date
EST2840839,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,90,No Close Date
EST2840824,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,90,No Close Date
EST2902891,Contract Signed,0,2024-10-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2402177,Contract Signed,0,2024-02-07,LE Maintenance (Summer/Winter),No,No,15,Zero Price
EST2400958,Contract Signed,0,2024-02-07,LE Maintenance (Summer/Winter),No,No,25,Zero Price
EST2388749,Contract Signed,0,2024-02-07,LE Maintenance (Summer/Winter),No,No,15,Zero Price
EST2400780,Contract Signed,0,2024-02-07,LE Maintenance (Summer/Winter),No,No,25,Zero Price
EST2607794,Contract Signed,0,2024-07-05,LE Maintenance (Summer/Winter),No,No,15,Zero Price
EST2719220,Contract Signed,0,2024-09-11,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865343,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865881,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,105,Zero Price
EST2865203,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865047,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865061,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865304,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2723505,Contract Signed,0,2024-09-30,LE Maintenance (Summer/Winter),No,No,15,Zero Price
EST4884932,Estimate Lost,171.08,,LE Tree Care,No,No,24,No Close Date
EST4885028,Estimate Lost,0,,LE Tree Care,No,No,2,No Close Date
EST2722651,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2496816,Contract Signed,0,2024-03-15,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2686476,Contract Signed,0,2024-10-31,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2958032,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2958214,Contract Signed,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2865688,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865818,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,105,Zero Price
EST2865334,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865207,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865289,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865296,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST2865214,Contract Signed,0,2024-07-01,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST5088869,Estimate In Progress,979.44,,LE Paving,No,No,24,No Close Date
EST5084189,Client Proposal Phase,1144.93,,LE Tree Care,No,No,54,No Close Date
EST5080856,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST5079390,Work Complete,48.88,2024-12-27,LE Tree Care,No,No,7,Low Price (< $100)
EST5079559,Estimate In Progress,873.15,,LE Paving,No,No,35,No Close Date
EST5078367,Work Complete,0,2025-06-23,LE Paving,No,No,,Zero Price
EST5077566,Work Complete,97.76,2025-01-06,LE Tree Care,No,No,12,Low Price (< $100)
EST5077328,Estimate In Progress,0,,Snow,No,No,6,No Close Date
EST2848657,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST2846458,Estimate Lost,9450.12,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2846476,Estimate Lost,14499.45,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST5071590,Work Complete,0,2024-12-10,LE Tree Care,No,No,1,Zero Price
EST2845958,Contract Signed,0,2025-01-27,LE Maintenance (Summer/Winter),No,No,90,Zero Price
EST2845903,Contract Signed,0,2024-12-10,LE Maintenance (Summer/Winter),No,No,90,Zero Price
EST2845801,Contract Signed,0,2024-12-10,LE Maintenance (Summer/Winter),No,No,90,Zero Price
EST2844990,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2845013,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2845027,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2845058,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2845090,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST5068666,Estimate In Progress,233.7,,Snow,No,No,10,No Close Date
EST5068658,Estimate In Progress,233.7,,Snow,No,No,10,No Close Date
EST5068511,Estimate In Progress,233.7,,Snow,No,No,10,No Close Date
EST5068685,Estimate In Progress,233.7,,Snow,No,No,10,No Close Date
EST5064053,Work Complete,0,2024-12-05,Snow,No,No,12,Zero Price
EST5064583,Work Complete,0,2024-12-04,LE Tree Care,No,No,2,Zero Price
EST5064509,Work Complete,0,2025-01-09,LE Tree Care,No,No,4,Zero Price
EST5064054,Work Complete,0,2024-12-04,Snow,No,No,17,Zero Price
EST5065190,Work Complete,58.66,2024-12-10,LE Tree Care,No,No,6,Low Price (< $100)
EST5060536,Client Proposal Phase,0,,Snow,No,No,4,No Close Date
EST5060533,Email Contract Award,0,2024-12-06,Snow,No,No,18,Zero Price
EST5060531,Client Proposal Phase,0,,Snow,No,No,9,No Close Date
EST5060535,Client Proposal Phase,0,,Snow,No,No,10,No Close Date
EST5060538,Work Complete,0,2024-12-05,Snow,No,No,12,Zero Price
EST5060539,Client Proposal Phase,0,,Snow,No,No,4,No Close Date
EST5060541,Client Proposal Phase,0,,Snow,No,No,12,No Close Date
EST5060542,Client Proposal Phase,0,,Snow,No,No,12,No Close Date
EST5060532,Work Complete,0,2024-12-04,Snow,No,No,12,Zero Price
EST2902850,Contract Signed,0,2024-10-31,LE Maintenance (Summer/Winter),No,No,,Zero Price
EST5060260,Client Proposal Phase,0,,Snow,No,No,,No Close Date
EST5060261,Client Proposal Phase,0,,Snow,No,No,8,No Close Date
EST5060256,Client Proposal Phase,0,,Snow,No,No,6,No Close Date
EST5060257,Client Proposal Phase,0,,Snow,No,No,10,No Close Date
EST5060258,Work Complete,0,2024-12-04,Snow,No,No,10,Zero Price
EST5060259,Client Proposal Phase,0,,Snow,No,No,4,No Close Date
EST5059445,Work Complete,0,2024-12-05,Snow,No,No,7,Zero Price
EST5059447,Work Complete,0,2024-12-02,Snow,No,No,4,Zero Price
EST5059740,Estimate In Progress,0,,Snow,No,No,,No Close Date
EST5059446,Client Proposal Phase,0,,Snow,No,No,8,No Close Date
EST5059452,Work Complete,0,2024-12-02,Snow,No,No,8,Zero Price
EST5059776,Work Complete,0,2024-12-02,Snow,No,No,10,Zero Price
EST5059442,Estimate In Progress,0,,Snow,No,No,2,No Close Date
EST5059444,Estimate In Progress,0,,Snow,No,No,3,No Close Date
EST5059775,Client Proposal Phase,0,,Snow,No,No,2,No Close Date
EST5059547,Estimate In Progress,1747.04,,LE Landscapes,No,No,12,No Close Date
EST5058847,Estimate In Progress,0,,Snow,No,No,12,No Close Date
EST5058692,Client Proposal Phase,48.88,,LE Tree Care,No,No,8,No Close Date
EST5058821,Estimate In Progress,0,,Snow,No,No,4,No Close Date
EST5058632,Estimate In Progress,0,,Snow,No,No,7,No Close Date
EST5056059,Estimate In Progress,0,,Snow,No,No,48,No Close Date
EST5056057,Estimate In Progress,0,,Snow,No,No,2,No Close Date
EST5056039,Estimate In Progress,0,,Snow,No,No,8,No Close Date
EST5056042,Estimate In Progress,0,,Snow,No,No,7,No Close Date
EST5056035,Work Complete,0,2024-12-04,Snow,No,No,7,Zero Price
EST5044167,Work Complete,24.44,2024-12-05,LE Tree Care,No,No,2,Low Price (< $100)
EST5044361,Work Complete,28.21,2024-11-18,LE Tree Care,No,No,4,Low Price (< $100)
EST5044204,Work Complete,84.63,2024-11-18,LE Tree Care,No,No,9.5,Low Price (< $100)
EST5041464,Estimate In Progress,2195.12,,LE Landscapes,No,No,81,No Close Date
EST5042045,Estimate In Progress,403.7,,LE Landscapes,No,No,15,No Close Date
EST5038676,Client Proposal Phase,0,,LE Paving,No,No,28,No Close Date
EST5039715,Estimate In Progress,2361.71,,LE Landscapes,No,No,30,No Close Date
EST5037578,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST5034361,Estimate In Progress,489.72,,LE Paving,No,No,15,No Close Date
EST5034415,Contract Signed,724.56,2025-04-03,LE Paving,No,No,20,Other
EST5034812,Estimate In Progress,19938.81,,LE Landscapes,No,No,242,No Close Date
EST5026576,Estimate In Progress,3427.2,,LE Paving,No,No,131,No Close Date
EST5026831,Estimate In Progress,260598.98,,LE Landscapes,No,No,,No Close Date
EST5015680,Client Proposal Phase,1167.53,2024-12-06,LE Paving,No,No,132,Other
EST5024874,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,3,No Close Date
EST5022433,Client Proposal Phase,2742.84,,LE Paving,No,No,48,No Close Date
EST5023233,Work Complete,1582.93,2024-11-06,LE Paving,No,No,37,Other
EST5020099,Estimate Lost,80.72,,LE Tree Care,No,No,9,No Close Date
EST5019047,Client Proposal Phase,0,,LE Irrigation,No,No,,No Close Date
EST5013622,Client Proposal Phase,23964.72,2024-12-04,LE Paving,No,No,420,Other
EST5020636,Work Complete,27.5,2024-11-04,LE Tree Care,No,No,2,Low Price (< $100)
EST5020725,Estimate Lost - No Reply,677,,LE Tree Care,No,No,16,No Close Date
EST5019068,Estimate Lost - No Reply,1650.15,,LE Tree Care,No,No,25,No Close Date
EST5017272,Work Complete,772.68,2025-05-14,LE Paving,No,No,4,Other
EST5017789,Client Proposal Phase,4962.12,,LE Paving,No,No,210,No Close Date
EST5017037,Estimate In Progress,10574.89,,LE Landscapes,No,No,234,No Close Date
EST5014171,Client Proposal Phase,5906.88,,LE Irrigation,No,No,30,No Close Date
EST2795247,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST5015417,Client Proposal Phase,628.51,,LE Landscapes,No,No,16,No Close Date
EST2792738,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,88,No Close Date
EST5009514,Client Proposal Phase,1885.52,,LE Landscapes,No,No,16,No Close Date
EST5005191,Work Complete,0,2024-11-27,LE Tree Care,No,No,16,Zero Price
EST5006731,Estimate Lost - No Reply,125.72,,LE Tree Care,No,No,18,No Close Date
EST5005311,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,3,No Close Date
EST5005102,Work Complete,82.5,2024-11-18,LE Tree Care,No,No,6,Low Price (< $100)
EST5002960,Client Proposal Phase,52070.93,,LE Landscapes,No,No,107,No Close Date
EST5001620,Estimate In Progress,3699,,LE Paving,No,No,40,No Close Date
EST4997175,Client Proposal Phase,13579.87,,LE Landscapes,No,No,132.66,No Close Date
EST4998445,Client Proposal Phase,244.44,,LE Irrigation,No,No,12,No Close Date
EST4995429,Estimate In Progress,398.43,,LE Paving,No,No,6,No Close Date
EST4995481,Estimate In Progress,1214.28,,LE Paving,No,No,35,No Close Date
EST4995958,Estimate In Progress,17723.68,,LE Paving,No,No,390,No Close Date
EST4989602,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,4,No Close Date
EST4989652,Work In Progress,0,2024-10-24,LE Maintenance Enchancements,No,No,4,Zero Price
EST4988815,Estimate In Progress,0,,LE Maintenance Enchancements,No,No,4,No Close Date
EST2775475,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,102,No Close Date
EST4979782,Billing Complete,61.11,2024-10-23,LE Irrigation,No,No,2,Low Price (< $100)
EST4980908,Work Complete,27.5,2024-10-28,LE Tree Care,No,No,3,Low Price (< $100)
EST4980989,Work Complete,62.86,2024-10-28,LE Tree Care,No,No,4,Low Price (< $100)
EST2959244,Contract Signed,0,2024-10-15,LE Maintenance (Summer/Winter),No,No,1,Zero Price
EST4981557,Work Complete,254.97,2024-10-21,LE Tree Care,No,No,20,Other
EST4975991,Client Proposal Phase,12207.74,2024-10-31,LE Paving,No,No,215,Other
EST4975308,Billing Complete,0,2024-10-23,LE Maintenance Enchancements,No,No,18,Zero Price
EST2765346,Contract Signed,0,2024-11-12,LE Maintenance (Summer/Winter),No,No,60,Zero Price
EST4971450,Work Complete,412.5,2024-10-10,LE Tree Care,No,No,6,Other
EST2764414,Contract Signed,0,2024-10-10,LE Maintenance (Summer/Winter),No,No,94.5,Zero Price
EST4973390,Estimate In Progress,1787.56,,LE Paving,No,No,40,No Close Date
EST4972980,Work Complete,0,2024-10-21,LE Tree Care,No,No,21.25,Zero Price
EST4973007,Work Complete,0,2024-10-21,LE Tree Care,No,No,8,Zero Price
EST4972938,Estimate Lost - Price too high,122.2,,LE Tree Care,No,No,17.5,No Close Date
EST2765325,Contract Signed,0,2024-10-31,LE Maintenance (Summer/Winter),No,No,84,Zero Price
EST4965439,Work Complete,817.18,2024-10-08,LE Tree Care,No,No,38,Other
EST4966179,Work Complete,55,2024-10-15,LE Tree Care,No,No,6,Low Price (< $100)
EST4967092,Estimate Lost - No Reply,31.43,,LE Tree Care,No,No,3.5,No Close Date
EST4967184,Estimate Lost - No Reply,11,,LE Tree Care,No,No,0.5,No Close Date
EST4967236,Estimate Lost - No Reply,188.58,,LE Tree Care,No,No,12,No Close Date
EST4967770,Estimate In Progress,0,,LE Paving,No,No,45,No Close Date
EST4967775,Estimate In Progress,0,,LE Paving,No,No,12,No Close Date
EST4967778,Estimate In Progress,0,,LE Paving,No,No,16,No Close Date
EST4965476,Work Complete,187.6,2024-10-08,LE Tree Care,No,No,43,Other
EST4965106,Estimate In Progress,5039.38,,LE Landscapes,No,No,146,No Close Date
EST4966738,Contract Signed,795.9,2024-11-01,LE Landscapes,No,No,26,Other
EST4962601,Estimate Lost - No Reply,0,,LE Tree Care,No,No,9,No Close Date
EST4961782,Work Complete,597.12,2024-10-10,LE Paving,No,No,9,Other
EST4961783,Work Complete,597.12,2024-10-10,LE Paving,No,No,9,Other
EST4961785,Work Complete,597.12,2024-10-10,LE Paving,No,No,9,Other
EST4961879,Client Proposal Phase,3903.54,,LE Irrigation,No,No,20,No Close Date
EST4961883,Client Proposal Phase,0,,LE Irrigation,No,No,,No Close Date
EST4961884,Client Proposal Phase,641.67,,LE Irrigation,No,No,,No Close Date
EST4961885,Client Proposal Phase,427.78,,LE Irrigation,No,No,,No Close Date
EST4961886,Client Proposal Phase,855.56,,LE Irrigation,No,No,,No Close Date
EST4961887,Client Proposal Phase,1497.23,,LE Irrigation,No,No,,No Close Date
EST4961888,Client Proposal Phase,2138.9,,LE Irrigation,No,No,,No Close Date
EST4961889,Client Proposal Phase,2994.46,,LE Irrigation,No,No,,No Close Date
EST4961890,Client Proposal Phase,1925.01,,LE Irrigation,No,No,,No Close Date
EST4961891,Client Proposal Phase,7272.26,,LE Irrigation,No,No,,No Close Date
EST4961892,Client Proposal Phase,1283.34,,LE Irrigation,No,No,,No Close Date
EST4961525,Work Complete,528,2024-10-05,LE Paving,No,No,8,Other
EST2753702,Contract Signed,0,2024-10-18,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2753731,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST4956100,Estimate In Progress,21557.11,,LE Paving,No,No,115,No Close Date
EST2755034,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,120,No Close Date
EST2755082,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,48,No Close Date
EST2755114,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,48,No Close Date
EST2755134,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,150,No Close Date
EST2755176,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,60,No Close Date
EST2755258,Estimate Lost - Price too high,400,,LE Maintenance (Summer/Winter),No,No,90,No Close Date
EST4958621,Work Complete,0,2024-10-10,LE Paving,No,No,24,Zero Price
EST4958566,Work Complete,13578.3,2024-10-10,LE Paving,No,No,108,Other
EST4957472,Estimate Lost,0,,LE Tree Care,No,No,14,No Close Date
EST4958542,Estimate In Progress,644.01,,LE Paving,No,No,25,No Close Date
EST4954381,Client Proposal Phase,0,,Parking Lot Sweeping,No,No,,No Close Date
EST2751569,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST2752274,Contract Signed,0,2024-10-22,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2750347,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2750360,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST4951251,Estimate Lost - No Reply,0,,LE Tree Care,No,No,5.5,No Close Date
EST4952535,Estimate In Progress,2474.82,,LE Paving,No,No,50,No Close Date
EST2747682,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2747717,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2747771,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2747790,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2747819,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2747842,Estimate Lost - Price too high,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST4948788,Work Complete,565.74,2024-10-07,LE Tree Care,No,No,23,Other
EST4948685,Work Complete,309.59,2024-10-08,LE Tree Care,No,No,19,Other
EST4947376,Client Proposal Phase,7591.8,,LE Irrigation,No,No,42,No Close Date
EST4947446,Client Proposal Phase,5061.2,,LE Irrigation,No,No,36,No Close Date
EST4949400,Estimate Lost - No Reply,345.73,,LE Tree Care,No,No,25.5,No Close Date
EST4949545,Estimate Lost - No Reply,628.6,,LE Tree Care,No,No,61.5,No Close Date
EST2748023,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2748040,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2748075,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST4949568,Client Proposal Phase,0,,LE Maintenance Enchancements,No,No,8,No Close Date
EST2745455,Contract Signed,0,2024-09-30,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2745570,Estimate Lost - No Reply,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST4945635,Contract Signed,0,2024-11-01,LE Landscapes,No,No,3,Zero Price
EST2744539,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST4945526,Work Complete,70.89,2024-10-07,LE Tree Care,No,No,13.5,Low Price (< $100)
EST4945545,Work Complete,70.89,2024-10-07,LE Tree Care,No,No,14,Low Price (< $100)
EST4945561,Work Complete,70.89,2024-10-07,LE Tree Care,No,No,17.5,Low Price (< $100)
EST2743107,Contract Signed,0,2024-10-07,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2743223,Contract Signed,0,2024-10-07,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST4942956,Estimate In Progress,772.68,,LE Paving,No,No,24,No Close Date
EST4941998,Work Complete,500.85,2024-10-07,LE Tree Care,No,No,36,Other
EST2743257,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743269,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743276,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743281,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743286,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743299,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743304,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2743309,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST4943119,Estimate In Progress,7042.7,,LE Paving,No,No,5,No Close Date
EST4943101,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST4942854,Estimate In Progress,0,,Parking Lot Sweeping,No,No,,No Close Date
EST2742952,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2743044,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2740460,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2741762,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2740585,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,1,No Close Date
EST4939500,Estimate In Progress,61.11,,LE Irrigation,No,No,4,No Close Date
EST2740568,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2740592,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2740619,Contract Signed,0,2024-10-02,LE Maintenance (Summer/Winter),No,No,72,Zero Price
EST2738641,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,72,No Close Date
EST2738810,Estimate Lost,0,,LE Maintenance (Summer/Winter),No,No,48,No Close Date
EST4935662,Work Complete,5641.8,2024-09-26,LE Paving,No,No,70,Other
EST4934831,Estimate In Progress,0,,Parking Lot Sweeping,No,No,3,No Close Date
EST4936784,Work Complete,1214.28,2024-09-26,LE Paving,No,No,25,Other
